id,St_Racuna,Sifra_Kupca,Datum_Storitve,Knjizenje,Znesek,Znese_z_DDV,Fakturiral,Izvajalec
6.805,32.870,581.713,28. 10. 2014,0,"6,30","7,69",037,005
6.806,34.485,581.725,14. 11. 2014,0,"23,00","28,06",014,001
6.807,34.136,581.726,13. 11. 2014,0,"23,00","28,06",037,001
6.808,34.137,581.727,13. 11. 2014,0,"23,00","28,06",037,001
6.809,34.650,581.730,13. 11. 2014,1,"23,00","28,06",063,001
6.810,34.649,581.731,13. 11. 2014,1,"23,00","28,06",063,001
6.811,37.332,581.737,13. 11. 2014,0,"6,30","7,69",037,001
6.812,37.331,581.741,13. 11. 2014,0,"6,30","7,69",037,001
6.813,37.329,581.743,14. 11. 2014,0,"6,30","7,69",037,001
6.814,34.484,581.748,14. 11. 2014,0,"23,00","28,06",014,001
6.815,37.334,581.750,13. 11. 2014,0,"6,30","7,69",037,001
6.816,37.333,581.753,13. 11. 2014,0,"6,30","7,69",037,001
6.817,37.015,581.756,27. 11. 2014,0,"26,00","31,72",037,031
6.818,1.753,581.773,20. 1. 2015,0,"23,00","28,06",037,007
6.819,947,581.839,8. 1. 2015,1,"20,00","24,40",063,008
6.820,1.460,581.858,19. 1. 2015,0,"23,00","28,06",037,021
6.821,33.445,581.860,10. 11. 2014,0,"-6,30","-7,69",037,009
6.822,911,581.870,8. 1. 2015,1,"23,00","28,06",063,076
6.823,34.114,581.874,7. 11. 2014,1,"20,00","24,40",063,008
6.824,1.317,581.875,9. 1. 2015,1,"25,00","30,50",063,008
6.825,1.094,581.876,6. 1. 2015,1,"26,00","31,72",063,008
6.826,1.060,581.877,7. 1. 2015,1,"10,00","12,20",063,008
6.827,946,581.878,8. 1. 2015,1,"20,00","24,40",063,008
6.828,40.108,581.881,17. 12. 2014,1,"34,00","41,48",107,008
6.829,39.711,581.882,16. 12. 2014,1,"10,00","12,20",063,008
6.830,1.314,581.883,9. 1. 2015,1,"37,00","45,14",063,008
6.831,1.613,64.506,17. 1. 2015,1,"16,00","19,52",063,008
6.832,1.313,581.884,9. 1. 2015,1,"20,00","24,40",063,008
6.833,1.604,581.886,16. 1. 2015,1,"10,00","12,20",063,008
6.834,1.606,581.887,16. 1. 2015,1,"23,00","28,06",063,008
6.835,1.288,581.892,10. 1. 2015,1,"23,00","28,06",063,076
6.836,1.591,581.899,16. 1. 2015,1,"23,00","28,06",063,076
6.837,40.133,581.921,18. 12. 2014,1,"20,00","24,40",063,008
6.838,777,581.935,5. 1. 2015,1,"20,00","24,40",063,008
6.839,1.059,581.938,7. 1. 2015,1,"23,00","28,06",063,008
6.840,33.554,581.950,10. 11. 2014,0,"37,00","45,14",037,076
6.841,31.163,581.973,15. 10. 2014,1,"11,00","13,42",063,008
6.842,32.703,581.981,24. 10. 2014,1,"23,00","28,06",063,075
6.843,29.841,581.993,7. 10. 2014,1,"37,00","45,14",063,008
6.844,30.614,582.000,11. 10. 2014,1,"37,00","45,14",063,008
6.845,1.711,582.032,15. 1. 2015,0,"23,00","28,06",037,038
6.846,36.994,582.106,28. 11. 2014,0,"23,00","28,06",037,072
6.847,40.257,582.120,19. 12. 2014,0,"23,00","28,06",037,008
6.848,40.720,61.380,23. 12. 2014,1,"23,00","28,06",107,042
6.849,32.350,582.166,30. 10. 2014,0,"23,00","28,06",037,072
6.850,30.875,582.187,13. 10. 2014,1,"14,00","17,08",063,076
6.851,30.894,582.188,13. 10. 2014,0,"6,30","7,69",037,076
6.852,31.048,582.195,20. 10. 2014,0,"23,00","28,06",037,076
6.853,32.203,582.212,25. 10. 2014,1,"23,00","28,06",063,008
6.854,32.041,582.215,21. 10. 2014,1,"37,00","45,14",063,008
6.855,35.852,582.219,19. 11. 2014,1,"26,00","31,72",063,001
6.856,37.384,582.220,1. 12. 2014,1,"23,00","28,06",063,001
6.857,38.277,582.228,21. 11. 2014,0,"6,30","7,69",037,001
6.858,35.942,582.229,21. 11. 2014,1,"26,00","31,72",063,001
6.859,35.856,582.230,20. 11. 2014,1,"26,00","31,72",063,001
6.860,30.040,582.323,3. 10. 2014,1,"39,00","47,58",063,008
6.861,33.487,582.346,4. 11. 2014,1,"36,00","43,92",063,008
6.862,30.466,582.362,13. 10. 2014,1,"23,00","28,06",063,008
6.863,37.139,582.365,28. 11. 2014,1,"10,00","12,20",107,008
6.864,30.698,582.384,14. 10. 2014,1,"23,00","28,06",063,008
6.865,1.327,582.415,10. 1. 2015,1,"20,00","24,40",063,008
6.866,1.320,582.416,9. 1. 2015,1,"16,00","19,52",063,008
6.867,37.371,582.418,2. 12. 2014,1,"25,00","30,50",107,064
6.868,33.652,582.556,11. 11. 2014,0,"23,00","28,06",037,013
6.869,555,582.603,6. 1. 2015,1,"23,00","28,06",063,009
6.870,38.895,582.604,3. 12. 2014,0,"6,30","7,69",037,001
6.871,38.708,582.606,1. 12. 2014,0,"6,30","7,69",037,001
6.872,39.825,582.643,12. 12. 2014,1,"26,00","31,72",063,022
6.873,728,582.645,5. 1. 2015,1,"23,00","28,06",063,064
6.874,733,582.646,5. 1. 2015,1,"20,00","24,40",063,064
6.875,471,582.648,6. 1. 2015,1,"53,00","64,66",063,064
6.876,734,582.649,5. 1. 2015,1,"23,00","28,06",063,064
6.877,68,582.650,5. 1. 2015,0,"23,00","28,06",037,064
6.878,732,582.651,5. 1. 2015,1,"23,00","28,06",063,064
6.879,730,582.652,5. 1. 2015,1,"37,00","45,14",063,064
6.880,69,582.653,5. 1. 2015,0,"20,00","24,40",037,064
6.881,1.639,64.507,16. 1. 2015,1,"23,00","28,06",063,013
6.882,35.776,582.672,19. 11. 2014,1,"10,00","12,20",107,011
6.883,36.997,582.673,27. 11. 2014,1,"37,00","45,14",063,011
6.884,36.995,582.674,27. 11. 2014,1,"37,00","45,14",063,011
6.885,37.016,582.675,28. 11. 2014,1,"18,00","21,96",063,011
6.886,35.786,582.676,19. 11. 2014,1,"10,00","12,20",107,011
6.887,35.667,582.677,20. 11. 2014,1,"10,00","12,20",063,011
6.888,35.669,582.678,20. 11. 2014,1,"10,00","12,20",063,011
6.889,37.010,582.681,28. 11. 2014,1,"39,70","48,43",063,011
6.890,35.668,582.682,20. 11. 2014,1,"26,00","31,72",063,011
6.891,37.021,582.684,28. 11. 2014,1,"18,00","21,96",063,011
6.892,36.998,582.685,27. 11. 2014,1,"20,00","24,40",063,011
6.893,35.904,582.686,22. 11. 2014,1,"26,00","31,72",063,011
6.894,36.541,582.687,25. 11. 2014,1,"10,00","12,20",107,011
6.895,35.672,582.693,20. 11. 2014,1,"10,00","12,20",063,011
6.896,41.088,582.694,1. 12. 2014,0,"6,30","7,69",037,011
6.897,37.560,582.696,1. 12. 2014,1,"19,00","23,18",107,011
6.898,35.666,582.697,20. 11. 2014,1,"32,00","39,04",063,011
6.899,36.830,582.698,24. 11. 2014,0,"6,30","7,69",037,011
6.900,38.555,582.698,9. 12. 2014,1,"19,00","23,18",063,011
6.901,41.091,582.698,31. 12. 2014,0,"-6,30","-7,69",037,011
6.902,35.773,582.700,19. 11. 2014,1,"42,00","51,24",107,011
6.903,35.770,582.701,19. 11. 2014,1,"10,00","12,20",107,011
6.904,36.536,582.702,25. 11. 2014,1,"16,00","19,52",107,011
6.905,36.542,582.704,25. 11. 2014,1,"10,00","12,20",107,011
6.906,36.119,582.706,24. 11. 2014,1,"46,00","56,12",107,011
6.907,36.926,582.707,27. 11. 2014,1,"19,00","23,18",063,011
6.908,36.756,582.708,20. 11. 2014,0,"6,30","7,69",063,011
6.909,37.007,582.709,27. 11. 2014,1,"26,00","31,72",063,011
6.910,37.013,582.710,28. 11. 2014,1,"18,00","21,96",063,011
6.911,35.788,582.711,19. 11. 2014,1,"15,80","19,28",107,011
6.912,35.431,582.713,18. 11. 2014,1,"16,00","19,52",063,011
6.913,36.996,582.717,27. 11. 2014,1,"42,00","51,24",063,011
6.914,36.533,582.719,25. 11. 2014,1,"32,00","39,04",107,011
6.915,35.784,582.720,19. 11. 2014,1,"10,00","12,20",107,011
6.916,37.430,582.721,28. 11. 2014,0,"6,30","7,69",037,011
6.917,36.519,582.732,25. 11. 2014,1,"37,00","45,14",063,064
6.918,30.175,582.751,9. 10. 2014,1,"29,00","35,38",063,011
6.919,30.164,582.784,8. 10. 2014,1,"53,00","64,66",063,011
6.920,30.198,582.809,9. 10. 2014,1,"16,00","19,52",063,064
6.921,33.032,582.909,28. 10. 2014,1,"10,00","12,20",107,042
6.922,36.685,582.916,26. 11. 2014,1,"37,00","45,14",107,042
6.923,1.217,583.003,16. 1. 2015,0,"23,00","28,06",037,007
6.924,38.949,583.097,10. 12. 2014,1,"23,00","28,06",107,001
6.925,32.376,583.116,23. 10. 2014,1,"16,00","19,52",063,064
6.926,36.122,583.167,24. 11. 2014,1,"37,00","45,14",107,011
6.927,32.381,583.198,24. 10. 2014,1,"20,00","24,40",063,064
6.928,40.174,583.206,18. 12. 2014,1,"26,00","31,72",063,011
6.929,40.171,583.209,18. 12. 2014,1,"37,00","45,14",063,011
6.930,39.466,583.212,15. 12. 2014,1,"46,00","56,12",107,011
6.931,40.205,583.213,18. 12. 2014,1,"37,00","45,14",063,011
6.932,40.492,583.214,19. 12. 2014,0,"6,30","7,69",037,011
6.933,40.167,583.217,17. 12. 2014,1,"10,00","12,20",063,011
6.934,39.628,583.218,16. 12. 2014,1,"10,00","12,20",063,011
6.935,40.199,583.219,16. 12. 2014,0,"26,00","31,72",037,011
6.936,40.200,583.222,16. 12. 2014,0,"6,30","7,69",037,011
6.937,40.173,583.223,18. 12. 2014,1,"14,00","17,08",063,011
6.938,39.627,583.225,16. 12. 2014,1,"20,00","24,40",063,011
6.939,40.169,583.226,17. 12. 2014,1,"32,00","39,04",063,011
6.940,40.379,583.229,19. 12. 2014,1,"26,00","31,72",107,011
6.941,40.378,583.230,20. 12. 2014,1,"14,00","17,08",107,011
6.942,39.631,583.231,16. 12. 2014,1,"10,00","12,20",063,011
6.943,39.465,583.232,15. 12. 2014,1,"37,00","45,14",107,011
6.944,40.380,583.235,19. 12. 2014,1,"26,00","31,72",107,011
6.945,40.381,583.236,19. 12. 2014,1,"10,00","12,20",107,011
6.946,39.629,583.240,16. 12. 2014,1,"26,00","31,72",063,011
6.947,40.165,583.242,17. 12. 2014,1,"10,00","12,20",063,011
6.948,30.554,583.277,10. 10. 2014,1,"23,00","28,06",063,064
6.949,30.879,583.278,13. 10. 2014,1,"20,00","24,40",063,076
6.950,30.557,583.281,10. 10. 2014,1,"26,00","31,72",063,064
6.951,30.884,583.285,13. 10. 2014,1,"37,00","45,14",063,064
6.952,31.140,583.286,15. 10. 2014,1,"20,00","24,40",063,064
6.953,32.377,583.288,24. 10. 2014,1,"23,00","28,06",063,064
6.954,31.141,583.290,15. 10. 2014,1,"37,00","45,14",063,064
6.955,30.952,583.292,18. 10. 2014,0,"23,00","28,06",037,064
6.956,30.877,583.293,13. 10. 2014,1,"23,00","28,06",063,076
6.957,30.878,583.294,13. 10. 2014,1,"23,00","28,06",063,076
6.958,31.487,583.295,16. 10. 2014,1,"16,00","19,52",063,064
6.959,30.883,583.296,13. 10. 2014,1,"16,00","19,52",063,064
6.960,31.610,583.297,10. 10. 2014,0,"6,30","7,69",037,064
6.961,38.518,583.297,10. 12. 2014,0,"-6,30","-7,69",037,064
6.962,1.526,583.425,12. 1. 2015,1,"37,00","45,14",063,064
6.963,1.123,583.429,9. 1. 2015,1,"23,00","28,06",063,042
6.964,1.521,583.430,12. 1. 2015,1,"37,00","45,14",063,064
6.965,29.375,583.472,2. 10. 2014,0,"16,00","19,52",037,064
6.966,38.030,583.505,5. 12. 2014,1,"23,00","28,06",107,028
6.967,36.937,583.539,28. 11. 2014,1,"23,00","28,06",107,028
6.968,32.892,583.570,28. 10. 2014,1,"23,00","28,06",063,028
6.969,1.574,583.726,16. 1. 2015,1,"23,00","28,06",063,064
6.970,37.551,583.812,2. 12. 2014,0,"23,00","28,06",037,075
6.971,32.600,583.823,20. 10. 2014,0,"6,30","7,69",037,064
6.972,33.994,583.836,10. 11. 2014,1,"10,00","12,20",063,042
6.973,36.678,583.838,26. 11. 2014,1,"36,00","43,92",107,042
6.974,31.848,583.874,22. 10. 2014,1,"23,00","28,06",063,064
6.975,31.734,583.892,23. 10. 2014,1,"23,00","28,06",063,064
6.976,31.730,583.893,23. 10. 2014,1,"23,00","28,06",063,076
6.977,31.721,583.897,24. 10. 2014,0,"23,00","28,06",014,064
6.978,33.017,583.900,28. 10. 2014,1,"23,00","28,06",107,064
6.979,32.388,583.903,24. 10. 2014,1,"23,00","28,06",063,064
6.980,32.598,583.915,24. 10. 2014,0,"6,30","7,69",037,064
6.981,30.615,583.931,11. 10. 2014,1,"37,00","45,14",063,008
6.982,35.428,583.942,18. 11. 2014,1,"16,00","19,52",063,011
6.983,32.371,583.947,27. 10. 2014,1,"23,00","28,06",063,064
6.984,32.594,583.960,20. 10. 2014,0,"6,30","7,69",037,064
6.985,1.260,583.976,16. 1. 2015,0,"23,00","28,06",037,064
6.986,33.829,583.978,6. 11. 2014,1,"20,00","24,40",107,008
6.987,1.579,583.979,16. 1. 2015,1,"20,00","24,40",063,064
6.988,1.577,583.980,16. 1. 2015,1,"20,00","24,40",063,064
6.989,1.576,583.984,16. 1. 2015,1,"23,00","28,06",063,064
6.990,1.575,583.985,16. 1. 2015,1,"37,00","45,14",063,064
6.991,1.478,583.986,19. 1. 2015,0,"23,00","28,06",037,064
6.992,1.065,584.021,15. 1. 2015,0,"23,00","28,06",037,064
6.993,41.169,584.125,24. 12. 2014,0,"6,30","7,69",037,064
6.994,41.161,584.126,24. 12. 2014,0,"6,30","7,69",037,064
6.995,29.992,584.131,3. 10. 2014,1,"14,00","17,08",063,064
6.996,34.362,584.139,5. 11. 2014,1,"37,00","45,14",107,064
6.997,29.367,584.158,2. 10. 2014,0,"-6,30","-7,69",037,011
6.998,1.063,584.162,7. 1. 2015,1,"10,00","12,20",063,042
6.999,35.294,584.176,17. 11. 2014,1,"20,00","24,40",063,064
7.000,34.708,584.308,13. 11. 2014,1,"20,00","24,40",063,064
7.001,31.267,584.408,22. 10. 2014,0,"44,50","54,29",037,033
7.002,31.268,584.408,22. 10. 2014,0,"44,50","54,29",037,033
7.003,243,584.418,8. 1. 2015,0,"23,00","28,06",037,064
7.004,1.527,584.420,12. 1. 2015,1,"37,00","45,14",063,064
7.005,31.155,584.421,14. 10. 2014,1,"37,00","45,14",063,064
7.006,1.199,584.422,9. 1. 2015,1,"23,00","28,06",063,064
7.007,1.522,584.423,12. 1. 2015,1,"23,00","28,06",063,064
7.008,29.990,584.608,3. 10. 2014,1,"26,00","31,72",063,064
7.009,30.129,584.611,3. 10. 2014,0,"6,30","7,69",037,064
7.010,29.694,584.612,2. 10. 2014,1,"16,00","19,52",063,064
7.011,29.995,584.613,3. 10. 2014,1,"23,00","28,06",063,064
7.012,30.126,584.615,2. 10. 2014,0,"6,30","7,69",037,064
7.013,31.489,584.615,16. 10. 2014,1,"26,00","31,72",063,064
7.014,30.617,584.616,7. 10. 2014,0,"6,30","7,69",037,064
7.015,41.165,584.616,31. 12. 2014,0,"6,30","7,69",037,064
7.016,29.828,584.618,7. 10. 2014,1,"23,00","28,06",063,064
7.017,30.299,584.619,3. 10. 2014,0,"6,30","7,69",037,076
7.018,29.586,584.621,3. 10. 2014,0,"25,00","30,50",037,076
7.019,29.994,584.622,3. 10. 2014,1,"20,00","24,40",063,064
7.020,30.128,584.623,2. 10. 2014,0,"6,30","7,69",037,064
7.021,29.693,584.624,2. 10. 2014,1,"53,00","64,66",063,064
7.022,30.071,584.625,2. 10. 2014,0,"6,30","7,69",037,076
7.023,30.125,584.626,2. 10. 2014,0,"6,30","7,69",037,064
7.024,725,584.626,5. 1. 2015,1,"16,00","19,52",063,064
7.025,29.830,584.629,7. 10. 2014,1,"23,00","28,06",063,064
7.026,29.829,584.630,7. 10. 2014,1,"23,00","28,06",063,064
7.027,30.131,584.631,3. 10. 2014,0,"6,30","7,69",037,064
7.028,30.990,584.631,20. 10. 2014,0,"-6,30","-7,69",037,064
7.029,29.991,584.632,3. 10. 2014,1,"10,00","12,20",063,064
7.030,38.554,584.869,9. 12. 2014,1,"36,00","43,92",063,011
7.031,1.068,584.944,15. 1. 2015,0,"36,00","43,92",037,064
7.032,1.197,584.947,9. 1. 2015,1,"16,00","19,52",063,064
7.033,1.772,584.974,20. 1. 2015,0,"10,00","12,20",037,064
7.034,1.837,584.990,21. 1. 2015,0,"26,00","31,72",037,064
7.035,1.584,584.992,17. 1. 2015,1,"16,00","19,52",063,064
7.036,37.095,585.074,28. 11. 2014,1,"37,00","45,14",107,008
7.037,38.745,585.169,9. 12. 2014,1,"16,00","19,52",063,076
7.038,40.340,585.170,12. 12. 2014,0,"6,30","7,69",037,076
7.039,40.347,585.171,20. 12. 2014,0,"26,00","31,72",037,076
7.040,40.345,585.172,12. 12. 2014,0,"6,30","7,69",037,076
7.041,38.843,585.175,11. 12. 2014,0,"25,20","30,74",037,076
7.042,1.621,585.288,16. 1. 2015,1,"37,00","45,14",063,042
7.043,31.602,585.324,14. 10. 2014,0,"6,30","7,69",037,064
7.044,1.840,585.342,21. 1. 2015,0,"23,20","28,30",037,011
7.045,41.156,585.440,30. 12. 2014,1,"10,00","12,20",063,064
7.046,1.194,585.442,9. 1. 2015,1,"20,00","24,40",063,064
7.047,41.181,585.446,30. 12. 2014,0,"6,30","7,69",037,064
7.048,39.045,585.448,11. 12. 2014,1,"23,00","28,06",107,021
7.049,1.615,585.532,16. 1. 2015,1,"37,00","45,14",063,042
7.050,1.032,585.565,15. 1. 2015,0,"37,00","45,14",037,042
7.051,1.616,585.567,16. 1. 2015,1,"20,00","24,40",063,042
7.052,710,585.577,9. 1. 2015,0,"6,30","7,69",037,064
7.053,1.583,585.577,17. 1. 2015,1,"37,00","45,14",063,064
7.054,1.203,585.578,9. 1. 2015,1,"26,00","31,72",063,064
7.055,1.201,585.580,9. 1. 2015,1,"26,00","31,72",063,064
7.056,1.202,585.583,9. 1. 2015,1,"26,00","31,72",063,064
7.057,1.619,585.599,16. 1. 2015,1,"26,00","31,72",063,042
7.058,1.618,585.608,16. 1. 2015,1,"23,00","28,06",063,042
7.059,1.620,585.611,16. 1. 2015,1,"14,00","17,08",063,042
7.060,1.624,585.612,16. 1. 2015,1,"23,00","28,06",063,042
7.061,1.622,585.614,16. 1. 2015,1,"23,00","28,06",063,042
7.062,30.493,585.638,13. 10. 2014,1,"14,00","17,08",063,042
7.063,1.835,585.665,21. 1. 2015,0,"10,00","12,20",037,042
7.064,37.605,585.670,2. 12. 2014,1,"37,00","45,14",107,075
7.065,37.598,585.671,2. 12. 2014,1,"20,00","24,40",107,075
7.066,30.495,585.684,13. 10. 2014,1,"26,00","31,72",063,042
7.067,470,585.695,6. 1. 2015,1,"26,00","31,72",063,064
7.068,251,585.698,9. 1. 2015,0,"25,00","30,50",037,064
7.069,100,585.703,6. 1. 2015,0,"23,00","28,06",037,064
7.070,464,585.705,6. 1. 2015,1,"23,00","28,06",063,064
7.071,469,585.707,6. 1. 2015,1,"23,00","28,06",063,064
7.072,1.641,64.508,15. 1. 2015,2,"23,00","28,06",063,009
7.073,30.618,585.732,7. 10. 2014,0,"6,30","7,69",037,064
7.074,41.180,585.732,30. 12. 2014,0,"6,30","7,69",037,064
7.075,31.608,585.733,8. 10. 2014,0,"6,30","7,69",037,064
7.076,41.175,585.733,30. 12. 2014,0,"6,30","7,69",037,076
7.077,32.355,585.735,27. 10. 2014,1,"23,00","28,06",063,064
7.078,31.494,585.738,17. 10. 2014,1,"37,00","45,14",063,064
7.079,30.621,585.740,7. 10. 2014,0,"6,30","7,69",037,064
7.080,41.183,585.740,30. 12. 2014,0,"6,30","7,69",037,064
7.081,30.620,585.741,7. 10. 2014,0,"6,30","7,69",037,064
7.082,41.172,585.741,30. 12. 2014,0,"6,30","7,69",037,064
7.083,30.201,585.742,9. 10. 2014,1,"26,00","31,72",063,064
7.084,31.609,585.744,8. 10. 2014,0,"6,30","7,69",037,064
7.085,35.871,585.746,20. 11. 2014,1,"25,00","30,50",063,064
7.086,31.607,585.747,8. 10. 2014,0,"6,30","7,69",037,064
7.087,41.300,585.747,31. 12. 2014,0,"-6,30","-7,69",037,064
7.088,30.619,585.750,7. 10. 2014,0,"6,30","7,69",037,064
7.089,41.179,585.750,30. 12. 2014,0,"6,30","7,69",037,064
7.090,31.106,585.752,15. 10. 2014,1,"30,00","36,60",063,076
7.091,30.303,585.753,8. 10. 2014,1,"16,00","19,52",063,064
7.092,30.307,585.754,8. 10. 2014,1,"16,00","19,52",063,064
7.093,29.827,585.755,7. 10. 2014,1,"14,00","17,08",063,064
7.094,30.882,585.756,13. 10. 2014,1,"25,00","30,50",063,064
7.095,31.605,585.760,9. 10. 2014,0,"6,30","7,69",037,064
7.096,162,585.760,7. 1. 2015,0,"23,00","28,06",037,064
7.097,32.462,585.774,15. 10. 2014,0,"6,30","7,69",037,064
7.098,31.142,585.782,15. 10. 2014,1,"14,00","17,08",063,064
7.099,31.153,585.783,14. 10. 2014,1,"14,00","17,08",063,064
7.100,31.501,585.786,18. 10. 2014,1,"23,00","28,06",063,064
7.101,31.152,585.787,14. 10. 2014,1,"23,00","28,06",063,064
7.102,31.105,585.790,15. 10. 2014,1,"53,00","64,66",063,076
7.103,32.461,585.792,15. 10. 2014,0,"6,30","7,69",037,064
7.104,30.553,585.793,10. 10. 2014,1,"37,00","45,14",063,064
7.105,31.147,585.796,15. 10. 2014,1,"23,00","28,06",063,064
7.106,32.460,585.798,15. 10. 2014,0,"6,30","7,69",037,064
7.107,33.442,585.798,10. 11. 2014,0,"-6,30","-7,69",037,064
7.108,34.703,585.842,13. 11. 2014,1,"20,00","24,40",063,064
7.109,41.013,585.857,23. 12. 2014,1,"23,00","28,06",063,064
7.110,41.162,585.859,23. 12. 2014,0,"6,30","7,69",037,064
7.111,41.301,585.859,31. 12. 2014,0,"-6,30","-7,69",037,064
7.112,41.302,585.859,31. 12. 2014,0,"-6,30","-7,69",037,064
7.113,41.015,585.885,23. 12. 2014,1,"16,00","19,52",063,064
7.114,919,585.945,8. 1. 2015,1,"23,00","28,06",063,064
7.115,703,585.946,8. 1. 2015,0,"6,30","7,69",037,064
7.116,1.525,585.947,12. 1. 2015,1,"23,00","28,06",063,064
7.117,926,585.949,8. 1. 2015,1,"25,20","30,74",063,064
7.118,928,585.950,8. 1. 2015,1,"23,00","28,06",063,064
7.119,478,585.951,6. 1. 2015,1,"16,00","19,52",063,064
7.120,923,585.953,8. 1. 2015,1,"25,00","30,50",063,064
7.121,705,585.954,8. 1. 2015,0,"6,30","7,69",037,064
7.122,704,585.956,8. 1. 2015,0,"6,30","7,69",037,064
7.123,244,585.957,8. 1. 2015,0,"23,00","28,06",037,064
7.124,925,585.958,8. 1. 2015,1,"16,00","19,52",063,064
7.125,1.038,585.975,7. 1. 2015,1,"23,00","28,06",063,064
7.126,1.067,585.979,7. 1. 2015,1,"23,00","28,06",063,042
7.127,1.042,585.980,7. 1. 2015,1,"23,00","28,06",063,064
7.128,1.040,585.982,7. 1. 2015,1,"37,00","45,14",063,064
7.129,30.081,585.983,9. 10. 2014,0,"58,00","70,76",037,033
7.130,1.066,585.984,7. 1. 2015,1,"23,00","28,06",063,042
7.131,920,585.985,7. 1. 2015,1,"26,00","31,72",063,064
7.132,248,585.986,10. 1. 2015,0,"37,00","45,14",037,064
7.133,1.039,585.987,7. 1. 2015,1,"23,00","28,06",063,064
7.134,473,585.990,6. 1. 2015,1,"26,00","31,72",063,064
7.135,1.204,585.991,10. 1. 2015,1,"23,00","28,06",063,064
7.136,1.524,585.993,12. 1. 2015,1,"37,00","45,14",063,064
7.137,40.461,585.995,3. 12. 2014,0,"37,00","45,14",037,022
7.138,38.206,586.004,4. 12. 2014,1,"23,20","28,30",063,011
7.139,32.031,586.044,21. 10. 2014,1,"10,00","12,20",063,064
7.140,32.374,586.048,27. 10. 2014,1,"53,00","64,66",063,064
7.141,32.317,586.050,20. 10. 2014,0,"6,30","7,69",037,064
7.142,29.622,586.054,3. 10. 2014,1,"10,00","12,20",063,042
7.143,29.675,586.056,2. 10. 2014,1,"37,00","45,14",063,042
7.144,30.021,586.060,6. 10. 2014,1,"10,00","12,20",063,042
7.145,30.708,586.062,14. 10. 2014,1,"37,00","45,14",063,042
7.146,29.681,586.064,2. 10. 2014,1,"10,00","12,20",063,042
7.147,41.010,586.069,23. 12. 2014,1,"25,00","30,50",063,064
7.148,29.679,586.070,2. 10. 2014,1,"26,00","31,72",063,042
7.149,30.706,586.071,14. 10. 2014,1,"37,00","45,14",063,042
7.150,29.672,586.078,2. 10. 2014,1,"14,00","17,08",063,042
7.151,39.030,586.084,11. 12. 2014,1,"37,00","45,14",107,064
7.152,29.676,586.089,2. 10. 2014,1,"10,00","12,20",063,042
7.153,29.674,586.090,2. 10. 2014,1,"37,00","45,14",063,042
7.154,29.624,586.095,3. 10. 2014,1,"18,00","21,96",063,042
7.155,31.858,586.102,21. 10. 2014,1,"23,00","28,06",063,042
7.156,30.020,586.105,6. 10. 2014,1,"10,00","12,20",063,042
7.157,30.050,586.137,3. 10. 2014,1,"16,00","19,52",063,076
7.158,33.037,586.142,28. 10. 2014,1,"23,20","28,30",107,038
7.159,36.793,586.152,26. 11. 2014,1,"23,00","28,06",107,001
7.160,1.459,586.153,19. 1. 2015,0,"46,00","56,12",037,021
7.161,31.846,586.155,22. 10. 2014,1,"14,00","17,08",063,064
7.162,31.739,586.156,23. 10. 2014,1,"10,00","12,20",063,064
7.163,33.011,586.157,28. 10. 2014,1,"32,00","39,04",107,064
7.164,34.077,586.158,8. 11. 2014,1,"16,00","19,52",063,064
7.165,34.080,586.159,8. 11. 2014,1,"20,00","24,40",063,064
7.166,34.081,586.160,8. 11. 2014,1,"20,00","24,40",063,064
7.167,32.994,586.161,29. 10. 2014,0,"6,30","7,69",037,064
7.168,33.742,586.164,3. 11. 2014,1,"53,00","64,66",063,064
7.169,32.779,586.165,29. 10. 2014,1,"20,00","24,40",063,064
7.170,33.194,586.166,30. 10. 2014,1,"16,00","19,52",063,064
7.171,33.736,586.167,3. 11. 2014,1,"16,00","19,52",063,064
7.172,34.078,586.168,8. 11. 2014,1,"26,00","31,72",063,064
7.173,32.777,586.170,29. 10. 2014,1,"20,00","24,40",063,064
7.174,32.274,586.171,29. 10. 2014,0,"20,00","24,40",037,064
7.175,33.016,586.172,28. 10. 2014,1,"20,00","24,40",107,064
7.176,31.847,586.174,22. 10. 2014,1,"14,00","17,08",063,064
7.177,31.736,586.176,23. 10. 2014,1,"25,00","30,50",063,064
7.178,31.838,586.177,22. 10. 2014,1,"25,00","30,50",063,064
7.179,32.361,586.178,27. 10. 2014,1,"16,00","19,52",063,064
7.180,33.740,586.180,3. 11. 2014,1,"25,00","30,50",063,064
7.181,32.275,586.182,29. 10. 2014,0,"16,00","19,52",037,064
7.182,31.735,586.183,23. 10. 2014,1,"9,00","10,98",063,064
